Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,2.26,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,5.5,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.12,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,1.27,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.33,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.4,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.2,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,2.64,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,1.05,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,1.3,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.18,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.45,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.19,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,1.12,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.16,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Roast, Top Sirloin",TDS2015F-BB02-VOC,"BB02 Beef, roast (cross rib and inside round)/Bœuf, rôti (côtes croisées et intérieur de ronde)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.33,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,2.05,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,6.61,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.17,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,1.03,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.86,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.44,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.46,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.31,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,3.46,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,3.67,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,1.26,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,2.32,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.19,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.46,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.3,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.87,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.22,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Beef Steak, Top Sirloin",TDS2015F-BB01-VOC,"BB01 Beef, steak (sirloin and T-bone)/Steak de bœuf (surlonge et aloyau)",Beef,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.49,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Bread, Rye",TDS2015F-FF03-VOC,"FF03 Bread, rye/Pain de seigle",Bread,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,0.72,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Bread, Rye",TDS2015F-FF03-VOC,"FF03 Bread, rye/Pain de seigle",Bread,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,1.69,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Bread, Rye",TDS2015F-FF03-VOC,"FF03 Bread, rye/Pain de seigle",Bread,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.07,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Bread, Rye",TDS2015F-FF03-VOC,"FF03 Bread, rye/Pain de seigle",Bread,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.41,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Bread, Rye",TDS2015F-FF03-VOC,"FF03 Bread, rye/Pain de seigle",Bread,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.17,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.17,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
