Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Pays d'origine,Utilisation prévue,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Limite de quantification,Limite de détection de la méthode,Récupération (%),Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phtalate,Phtalates ,,,1.33,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Didécyl phtalate,Phtalates ,,,9.08,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dihexyl phtalate,Phtalates ,,,1.18,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dinonyle phtalate,Phtalates ,,,5.58,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dipentyle phtalate,Phtalates ,,,0.37,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dipropyle phtalate,Phtalates ,,,2.53,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Diundécyl phtalate,Phtalates ,,,9.88,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,=,11.1,ng/g,Phtalate de di -n- butyle,Phtalates ,,,6.65,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diisobutyle,Phtalates ,,,4.54,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diméthyle,Phtalates ,,,1.04,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-DEHA & Phthalates,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diéthyle,Phtalates ,,,7.79,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Bis ( 2-méthoxyéthyle ) phthalate,Phtalates ,,,25.33,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Bis ( 2-n- butoxyéthyle ) phthalate,Phtalates ,,,7.42,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Bis (2- éthoxyéthyle ) phthalate,Phtalates ,,,9.41,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Butylbenzylphtalate,Phtalates ,,,8.73,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di -n- octyle phtalate,Phtalates ,,,0.8,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phtalate,Phtalates ,,,7.34,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Le bis (4 -méthyl-2 -pentyle ) phtalate,Phtalates ,,,4.57,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di-(2-ethylhexyl) adipate (DEHA),Phtalates ,,,8.86,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,18.72,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyle phtalate,Phtalates ,,,4.58,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phtalate,Phtalates ,,,0.54,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Didécyl phtalate,Phtalates ,,,1.65,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-DEHA & Phthalates,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dihexyl phtalate,Phtalates ,,,0.8,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
