Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Quantité nette du produit,Unité de quantité nette du produit,Province/territoire d'origine,Pays d'origine,Utilisation prévue,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
"Agneau, côtelettes",TDS2009-BB07-PCB,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2009-09-01,Surveillance,Non,Épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA POP Traditionelle,2010-12-15,=,49,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2009.PCB,Étude sur l'alimentation totale 2009 Biphényles polychlorés,,Santé Canada
"Agneau, côtelettes",TDS2013-BB07-PCB,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2014-12-15,=,48.9,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2013.PCB,Étude sur l'alimentation totale 2013 Biphényles polychlorés,,Santé Canada
"Agneau, côtelettes",TDS2015-BB07-PCB,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Agneau ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2016-12-15,=,76.62624626,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2015F.PCB,Étude sur l'alimentation totale 2015 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",LL03-TDS2005-PCB,,Aliments pour bébés,,,,Inconnu,,Composite,Oui,2005-05-01,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2011-06-01,=,20.3,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2005.PCB,Étude sur l'alimentation totale 2005 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",LL03-TDS2006-PCB,,Aliments pour bébés,,,,Inconnu,,Composite,Oui,2006-09-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2014-06-01,=,48.9,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2006.PCBs,Étude sur l'alimentation totale 2006 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS1992-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1992-09-15,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,2,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1992.PCB,Étude sur l'alimentation totale 1992 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS1993-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1993-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,260,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1993.PCB,Étude sur l'alimentation totale 1993 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS1994S-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1994-07-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,651,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS1994W-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1994-01-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,491,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS1995S-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1995-07-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,230,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS1995W-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1995-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,72,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS1996-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1996-01-15,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,110,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1996.PCB,Étude sur l'alimentation totale 1996 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2000-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,2000-01-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2002-01-15,=,48.5,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2000.PCB,Étude sur l'alimentation totale 2000 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2001-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,2001-01-15,Surveillance,Non,Épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA POP Traditionelle,2002-12-15,=,35.1,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2001.PCB,Étude sur l'alimentation totale 2001 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2002-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,2002-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2003-12-15,=,7.906766917,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2002.PCB,Étude sur l'alimentation totale 2002 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2003-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2003-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2004-12-15,=,24.7,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2003.PCB,Étude sur l'alimentation totale 2003 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2007-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2007-09-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2008-12-15,=,21.2,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2007.PCB,Étude sur l'alimentation totale 2007 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2009-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2009-09-01,Surveillance,Non,Épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA POP Traditionelle,2010-12-15,=,22.7,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2009.PCB,Étude sur l'alimentation totale 2009 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2013-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2014-12-15,=,27.9,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2013.PCB,Étude sur l'alimentation totale 2013 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners céréales, légumes, viande",TDS2015-LL03-PCB,"LL03 Dinners, cereal + vegetable + meat (Babyfood)/Repas : céréale + légume + viande (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2016-12-15,=,27.85749425,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2015F.PCB,Étude sur l'alimentation totale 2015 Biphényles polychlorés,,Santé Canada
