Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Pays d'origine,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Limite de quantification,Limite de détection de la méthode,Récupération (%),Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
Betteraves,TDS2011-GG03-BPA,"Betteraves, frais + en conserve (1:1)","Légumes frais, autres",Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,5.2,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,97.92,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
Betteraves,TDS2012-GG03-BPA,"Betteraves, frais + en conserve (1:1)","Légumes frais, autres",Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,57,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,98.184,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
Betteraves,TDS2016-GG03-BPA,"GG03 Beets (Pickled, canned, and fresh cooked)/Betteraves (marinées, en conserve et cuites fraîches)","Légumes frais, autres",Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,=,11.81948988,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,1.368812728,98.184,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
Beurre,TDS2009-AA12-BPA,,Beurre et beurre concentré,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,=,0.39,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,0.66,,98.184,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
Beurre,TDS2010-AA12-BPA,,Beurre et beurre concentré,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,0.66,,98.184,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
Beurre,TDS2011-AA12-BPA,,Beurre et beurre concentré,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,0.66,,98.184,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
Beurre,TDS2012-AA12-BPA,,Beurre et beurre concentré,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,=,0.49,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,0.66,,98.184,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
Beurre,TDS2016-AA12-BPA,AA12 Butter (salted)/Beurre (salé),Beurre et beurre concentré,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,1.527668377,93.4,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
Beurre d'arachide,TDS2009-JJ07-BPA,,"Légumes, algues, purées et tartinades de noix et de graines",Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,93.4,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
Beurre d'arachide,TDS2010-JJ07-BPA,,"Légumes, algues, purées et tartinades de noix et de graines",Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,97.92,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
Beurre d'arachide,TDS2011-JJ07-BPA,,"Légumes, algues, purées et tartinades de noix et de graines",Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,0.49,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,97.92,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
Beurre d'arachide,TDS2012-JJ07-BPA,,"Légumes, algues, purées et tartinades de noix et de graines",Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,97.92,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
Beurre d'arachide,TDS2016-JJ07-BPA,JJ07 Peanut butter/Beurre d'arachide,"Légumes, algues, purées et tartinades de noix et de graines",Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,10.93308392,97.92,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
"Bifteck, haut de surlonge",TDS2009-BB01-BPA,,Boeuf ,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,95.499,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
"Bifteck, haut de surlonge",TDS2010-BB01-BPA,,Boeuf ,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,95.499,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
"Bifteck, haut de surlonge",TDS2011-BB01-BPA,,Boeuf ,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,95.499,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
"Bifteck, haut de surlonge",TDS2012-BB01-BPA,,Boeuf ,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,95.499,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
"Bifteck, haut de surlonge",TDS2016-BB01-BPA,"BB01 Beef, steak (sirloin and T-bone)/Steak de boeuf (surlonge et aloyau)",Boeuf ,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,1.541972511,96.906,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
Biscuits,TDS2009-FF09-BPA,,Cookies ,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,=,0.57,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,96.906,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
Biscuits,TDS2010-FF09-BPA,,Cookies ,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,92.988,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
Biscuits,TDS2011-FF09-BPA,,Cookies ,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,1.1,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,92.988,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
Biscuits,TDS2012-FF09-BPA,,Cookies ,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.38,1.3,,92.988,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
Biscuits,TDS2016-FF09-BPA,FF09 Cookies/Biscuits,Cookies ,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,7.082627551,92.988,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
Bière et malt,TDS2009-KK01-BPA,,Bière et malt,Inconnu,Composite,Oui,2009-01-01,Surveillance,Non,épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2009-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.2,0.66,,92.988,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2009.BPA,étude sur l'alimentation totale 2009 Bisphénol A,,Santé Canada
Bière et malt,TDS2010-KK01-BPA,,Bière et malt,Inconnu,Composite,Oui,2010-01-01,Surveillance,Non,épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2010-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.2,0.66,,92.988,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2010.BPA,étude sur l'alimentation totale 2010 Bisphénol A,,Santé Canada
Bière et malt,TDS2011-KK01-BPA,,Bière et malt,Inconnu,Composite,Oui,2011-01-01,Surveillance,Non,épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2011-01-01,=,0.39,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.2,0.66,,96.906,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2011.BPA,étude sur l'alimentation totale 2011 Bisphénol A,,Santé Canada
Bière et malt,TDS2012-KK01-BPA,,Bière et malt,Inconnu,Composite,Oui,2012-01-01,Surveillance,Non,épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2012-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,0.2,0.66,,96.906,Tel que consommé,Laboratoire officiellement accrédité pour la méthode pertinente lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2012.BPA,étude sur l'alimentation totale 2012 Bisphénol A,,Santé Canada
Bière et malt,TDS2016-KK01-BPA,"KK01 Alcoholic drinks, beer/Boissons alcoolisées, bières",Bière et malt,Inconnu,Composite,Oui,2016-01-01,Surveillance,Non,épicerie,Québec,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-01-01,<LOD/MDL,0,ng/g,Bisphénol A (BPA),Produits chimiques dans les emballages alimentaires,,,6.492721509,93.4,Tel que consommé,Laboratoire participanté avec succès à  des tests de compétence pertinents lors de l'échantillonnage et l'analyse,,Analyse du bisphénol A,BPA_SPE.M,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2016.BPA,étude sur l'alimentation totale 2016 Bisphénol A,,Santé Canada
